company_id,name,acronym,in_catalogue,n_documents,regions,countries,sectors,corporate_group,place_listed,legal_form_listed,year_start_listed,year_end_listed,founded_date_observed,capital_observed,capital_year,head_office_observed,n_ties,n_board_ties,n_directors,first_year_observed,last_year_observed
huileriessavonneriesouestafricain,Huileries et savonneries de l'Ouest africain,,0,2,Afrique occidentale francaise,Afrique occidentale française,Documents généraux (par ordre chronologique),,,,,,1930-06-14,,,,10,10,9,1937,1953
kaolack,KAOLACK,,0,2,Afrique occidentale francaise,Afrique occidentale française,Documents généraux (par ordre chronologique),,,,,,1922-03-25,1.000.000 fr.,1937,,10,10,8,1937,1963
afriquefonciereindustriellecommerciale,"L'Afrique foncière, industrielle et commerciale",AFIC,1,1,Afrique equatoriale francaise,Congo-Brazzaville ou Moyen-Congo,Sociétés commerciales,,,,1928,1931,1928-06-22,1.000.000 FR.,1929,transféré,10,10,10,1930,1930
outillage,L'OUTILLAGE,,0,1,Algerie,Algérie,Documents généraux (par ordre chronologique),,,,,,,,,"52, av. de Noailles, Lyon (Rhône). … Dépôts : …",15,10,9,1925,1925
holdingcoloniale,La Holding coloniale,,1,7,Algerie; Empire (transversal); Indochine; Maroc,Algérie; Indochine; Maroc,"Café, thé, épices, coco, quinquina, vanille; Documents généraux (par ordre chronologique); Groupes financiers transcoloniaux; Mines et carrières",,,,,,,20.000.000 fr.,1955,"Paris, 51 bis, rue Sainte-Anne",10,10,10,1951,1951
yoniakolente,La Yonia-Kolenté,,1,1,Afrique occidentale francaise,Guinée Conakry,Agro-alimentaire,,,S.A,1929,,1930-01-06,2.700.000 fr.,1950,Kolente (Guinée française),10,10,7,1936,1950
cheminfertranssaharien,Le Chemin de fer transsaharien,,1,1,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",,,,,,,,,de Paris,10,10,10,1942,1942
pechesaustrales,Les Pêches australes,,1,3,Madagascar et Djibouti,Madagascar; Terres australes et antartiques françaises,Documents généraux (par ordre chronologique); Sociétés diverses,,,,1925,1930,1925-07-08,1.600.000 fr.,1930,"était à Paris, 103, rue de Miromesnil, s’est trouvée",10,10,5,1926,1943
madagascarautomobiletananariverenault,"Madagascar-Automobile, Tananarive. Renault",,1,1,Madagascar et Djibouti,Madagascar,Transports terrestres et garages,,,,,,,1.500.000 francs,1929,"Marseille, 49, rue",10,10,10,1950,1950
marocfoncier,Maroc foncier,,0,1,Maroc,Maroc,Documents généraux (par ordre chronologique),,,,,,1926-03-13,,,,10,10,10,1930,1930
michenot,Michenot,,0,1,Tunisie,Tunisie,Documents généraux (par ordre chronologique),,,,,,,,,"47, bd Haussmann, Paris, 9e. T",10,10,10,1925,1925
mineorpaclan,Mine d'or de Pac-Lan,,1,1,Inde et Indochine; Indochine,Indochine,Mines,,,,,,,4.250.000 fr.,1930,"est à Hanoi, 64. rue Jean-Dupuis, et le siège administratif à",10,10,7,1925,1926
minesgraphitemarocouminesgraphitesmaroc,Mines et graphite du Maroc ou Mines et graphites du Maroc,,1,1,Maroc,Maroc,Mines,,Casablanca,,1928,,1928-06-28,50.000.000 fr.,1949,Casablanca,10,10,7,1930,1949
minesgraphitesmaroc,Mines et graphites du Maroc,,0,2,Maroc,Maroc,Documents généraux (par ordre chronologique),,,,,,1928-06-28,,,,10,10,7,1904,1935
mutuellefrancecolonieslyonnationviecapitalisationparis,"Mutuelle de France et des Colonies, Lyon. La Nation-Vie et Capitalisation à Paris",,1,1,Empire (transversal),,Groupes financiers transcoloniaux,,,,1901,1922,,2.000.000 FRANCS,1927,"Place de la République et rue Stella, 1, à Lyon",10,10,9,1921,1927
oujda,OUJDA,,0,1,Afrique occidentale francaise,Afrique occidentale française,Documents généraux (par ordre chronologique),,,,,,,,,,10,10,10,1943,1943
omniumforestierafricain,Omnium forestier africain,,1,2,Afrique equatoriale francaise,Afrique équatoriale française; Cameroun,Documents généraux (par ordre chronologique); industries agro-alimentaires,,Toulon,S.A,1922,,1922-11-24,400.000 fr.,1926,"Toulon, 2, rue Adolphe-Guiol",10,10,4,1925,1926
probios,Probios,,1,1,Algerie,Algérie,Industries pharmaceutiques et parachimie,,Marengo; puis Paris,,1930,,,2.400.000 francs,1953,Marengo (Alger),10,10,8,1930,1930
agricoleafricaine,Société Agricole Africaine,,1,1,Afrique occidentale francaise,Côte d'Ivoire,"Agro-alimentaire, cultures industrielles",,,,1928,1932,1926-03-31,3.000.000 fr.,,"7, rue de Téhéran, Paris 8e",10,10,10,1930,1930
commercialefrancoalgerienne,Société COMMERCIALE FRANCO-ALGÉRIENNE,,0,1,Algerie,Algérie,Documents généraux (par ordre chronologique),,,,,,,,,"2, r",10,10,10,1925,1925
colonialeagricoleminiere,Société Coloniale Agricole et Minière,SCAM,1,2,Antilles-Guyane,Guyane française,Documentation générale; Mines et placers,,,,,,1923-04-26,24.750 000 fr.,1951,"73, boulevard Haussmann, Paris",10,10,5,1951,1951
commercialethesindochinois,"Société Commerciale des Thés indochinois, puis Commerciale des Produits d'outre-mer",,1,2,Inde et Indochine; Indochine,Indochine,Commerce; Documents généraux (par ordre chronologique),,,,1933,,1933-04-08,100.000 fr.,1933,"Paris, 51, rue",10,10,5,1887,1933
cotonnieresaigon,Société Cotonnière de Saïgon,,1,2,Inde et Indochine; Indochine,Indochine,Cuirs et textiles; Documents généraux (par ordre chronologique),,,,1924,1931,1924-07-15,12.000.000 fr.,1937,"été transféré 51, rue d’Anjou —, c'est la Société financière française et coloniale qui",10,10,7,1890,1925
expansionextremeorient,Société Expansion française en Extrême-Orient,,1,3,Inde et Indochine; Indochine,Chine; Indochine,"Banque, gérance, assurances…; Documents généraux (par ordre chronologique); Sociétés françaises ou à participation française",,,,1917,1925,,,,"Paris, 7, rue des Italiens",10,10,6,1915,1917
foncieremaroc,Société Foncière Française au Maroc,,1,2,Maroc,Maroc,Documents généraux (par ordre chronologique); Sociétés foncières et immobilières,,,,1911,1922,1927-03-22,150.000 fr.,1911,"11, boul. de la Madeleine. — 21 aout",10,10,10,1911,1930
foncierechaouia,Société Foncière de la Chaouïa,,1,2,Maroc,Maroc,Documents généraux (par ordre chronologique); Sociétés foncières et immobilières,,,,,,,750.000 fr.,1958,"Marseille, 2, bd du Muy",10,10,5,1913,1958
francosaigonnaise,Société Franco-Saïgonnaise,,1,2,Inde et Indochine; Indochine,Indochine,"Documents généraux (par ordre chronologique); Rizières, rizeries, négoce de riz et autres céréales",,,,1932,1938,1932-09-01,750.000 francs,1934,"Paris, 10, rue La-Boétie, et agences à Marseille",10,10,9,1887,1934
guineennerecherchesexploitationsminieres,Société Guinéenne de Recherches et d'exploitations minières,,1,2,Afrique occidentale francaise,Afrique occidentale française; Guinée Conakry,Documents généraux (par ordre chronologique); Mines,,Dakar,,1936,,1936-02-15,4.000.000 francs,,"35, boulevard Pinet-Laprade, DAKAR",10,10,6,1939,1963
indochinoiserecherchesetudesminieres,Société Indochinoise de Recherches et d'études minières,SIREM,1,1,Inde et Indochine; Indochine,Indochine,Mines,,Hanoï,S.A,1929,,,2.200.000 fr.,,"100, bd Gambetta, Hanoï",10,10,10,,
marocainetravauxpublics,Société Marocaine de Travaux publics,,1,2,Maroc,Maroc,"Bâtiment et travaux publics, matériaux de construction, céramique; Documents généraux (par ordre chronologique)",,,,,,1909-02-17,,,de la Société marocaine vient d'être,10,10,5,1922,1958
minierealgerienne,Société Minière Algérienne,,1,1,Algerie,Algérie,Mines et carrières,,,,,,,2.400.000 FRANCS,1945,"est 14, rue de Marignan, à Paris",10,10,9,1937,1945
minierecoteivoire,Société Minière de la Côte-d'Ivoire,,1,1,Afrique occidentale francaise,Côte d'Ivoire,Mines,,,,1901,1912,,500.000 francs,1903,"est à Paris, 22, rue Vivienne 1",10,10,8,1902,1903
minierebramrane,Société Minière du Bramrane,,1,2,Maroc,Maroc,Documents généraux (par ordre chronologique); Mines,,,,,,,,,"65, avenue d'Amade, CASABLANCA",10,10,5,1929,1937
africainedistillerie,Société africaine de distillerie,,0,1,Maroc,Maroc,Documents généraux (par ordre chronologique),,,,,,,,,,10,10,10,1935,1935
africainefilaturetissage,Société africaine de filature et tissage,,0,2,Maroc,Maroc,Documents généraux (par ordre chronologique),,,,,,1929-04-10,5.5.800.000 fr.,1969,"9, avenue du Sénégal (B. P. 64), RABAT",10,10,7,1937,1969
africainematerielindustriel,Société africaine de matériel industriel,,0,2,Afrique equatoriale francaise; Maroc,Afrique équatoriale française; Maroc,Documents généraux (par ordre chronologique),,,,,,1928-04-10,2.000.000 fr.,1951,"Libreville, B.P. 158 (Gabon)",10,10,10,1935,1951
agricolezemmours,Société agricole des Zemmours,,1,3,Maroc,Maroc,Documents généraux (par ordre chronologique); Industries agro-alimentaires,,,,,,1925-06-05,750.000 fr.,1937,"r. Ouraoui, Rabat",10,10,8,1926,1937
nordafricaineentreprise,Société anon. Nord-Africaine d'entreprise (anc,,0,2,Maroc,Maroc,Documents généraux (par ordre chronologique),,,,,,1923-01-12,,,,10,10,6,1937,1952
conservesfedalasardineriecascadec,Société anon. de Conserves de Fédala Sardinerie Cascadec,,0,2,Maroc,Maroc,Documents généraux (par ordre chronologique),,,,,,1925-03-21,,,,10,10,9,1937,1969
cherifiennesondagesinjectionsforages,"Société chérifienne de sondages, injections, forages",,0,2,Maroc,Maroc,Documents généraux (par ordre chronologique),,,,,,,200.000 fr.,1935,,10,10,8,1935,1975
commercialeportsafricains,Société commerciale des ports africains,,0,3,Afrique occidentale francaise,Afrique occidentale française; Sénégal,Documents généraux (par ordre chronologique); Transports,,,,,,1926-07-01,,,"2, rue Lord-Byron, Paris (8e)",13,10,10,1951,1951
exploitationproduitscoloniaux,Société d'Exploitation de produits coloniaux,,1,2,Afrique occidentale francaise,Afrique occidentale française; Côte d'Ivoire,Documents généraux (par ordre chronologique); Industries,,Abidjan,S.A,1927,,1927-03-14,,,été fixé à Dabou (Côte d'Ivoire),10,10,6,1900,1932
importationsexportationscommission,"Société d'importations, d'exportations et de commission",,0,1,Madagascar et Djibouti,Madagascar,Documents généraux (par ordre chronologique),,,,,,,560.000 fr.,1926,TANANARIVE (Madagascar),10,10,10,1926,1926
electriciteentreprisesmadagascar,Société d'électricité et d'entreprises à Madagascar,,1,2,Madagascar et Djibouti,Madagascar,"Documents généraux (par ordre chronologique); Eau et assainissement, électricité (Utilities)",,Diégo-Suarez,,1930,1950,,35.000.000 francs,1950,"est à Tananarive, rue Gallieni, représentée par",10,10,7,1937,1950
commissionconsignationcoloniales,Société de commission et de consignation coloniales,,0,2,Madagascar et Djibouti,Madagascar,Documents généraux (par ordre chronologique),,,,,,1924-03-10,,,,11,10,7,1937,1956
constructionslevalloisperret,Société de constructions de Levallois-Perret,,0,2,Indochine,Indochine,Documents généraux (par ordre chronologique),,,,,,,,,,10,10,8,1890,1937
ascenseursmontechargeshydrauliquesvillealger,"Société des Ascenseurs et monte-charges hydrauliques de la ville d'Alger, puis Ascenseurs monte-charges du port d'Alger",,1,1,Algerie,Algérie,Transports maritimes et aériens,,,,1889,,1889-06-17,,,"ALGER, 2, r. de l’Abreuvoir",10,10,10,1889,1889
dockshouillerestourane,Société des Docks et houillères de Tourane,,1,1,Inde et Indochine; Indochine,Indochine,"Transports fluviaux, maritimes et aériens; Transports fluviaux, maritimes et aériens. Ports, phares",,,,1899,1907,1899-03-01,4.500.000 francs,1907,"60, rue de la Victoire, à Paris, a créé, à l'îlot de l'Observatoire, dans le port",10,10,10,1901,1901
mineskabin,Société des Mines de Kabin,,1,1,Inde et Indochine; Indochine,Siam (Thaïlande),Sociétés françaises,,,,1896,1900,,,,"2, cité",10,10,10,1896,1896
minesfermouriere,Société des Mines de fer de La Mourière,,1,1,Empire (transversal),,Groupes miniers transcoloniaux,Mokta-el-Hadid (Compagnie des minerais de fer magnétiques de) :,,,,,,7.500.000 fr.,1925,,10,10,10,1925,1938
plantationsagavesannamdongme,"Société des Plantations d'agaves de l'Annam, Dong-Mé",,1,1,Inde et Indochine; Indochine,Indochine,Cuirs et textiles,,,,,,,2.750.000 francs,1924,Saïgon,10,10,10,1924,1924
quaisdocksentrepotsconstantinople,"Société des Quais, docks et entrepôts de Constantinople",,1,1,Proche-Orient,Empire ottoman/Turquie,,,,,,,,31 millions francs,1891,Constantinople,10,10,10,1898,1910
societedesancetablhbernard,Société des anc. Établ. H. Bernard,,0,1,Maroc,Maroc,Documents généraux (par ordre chronologique),,,,,,1929-04-07,,,,10,10,10,1930,1930
boisafricains,Société des bois africains,,0,3,Afrique occidentale francaise,Afrique occidentale française,Documents généraux (par ordre chronologique),,,,,,1918-10-05,,,,10,10,7,1925,1929
boismondah,Société des bois de la Mondah,,0,2,Afrique equatoriale francaise,Afrique équatoriale française,Documents généraux (par ordre chronologique),,,,,,1921-07-25,16.800.000 fr.,1951,,16,10,9,1937,1951
minescavallo,Société des mines de Cavallo,,1,1,Algerie,Algérie,Mines et carrières,,Djidjelli,,,,,3.600.000 francs,1927,"55, Châteaudun. — 5 mai 1931. — Petites Affiches",10,10,8,1921,1921
mineszincainnouba,Société des mines de zinc d'Aïn-Nouba,,1,1,Tunisie,Tunisie,Mines,,,,,,,1.200.000 francs,1929,"55, rue",10,10,7,1911,1925
portsmarocainsmehedyakenitrasalerabat,"Société des ports marocains de Méhédya-Kénitra, Salé et Rabat",,0,1,Maroc,Maroc,Documents généraux (par ordre chronologique),,,,,,1917-03-16,,,,10,10,10,1926,1926
nigeragricole,Société du Niger agricole,,0,1,Afrique occidentale francaise,Afrique occidentale française,Documents généraux (par ordre chronologique),,,,,,1924-06-26,,,,10,10,10,1926,1926
francoottomanefabricationcorpsgrasgraissesalimentaires,Société franco-ottomane pour la Fabrication des corps gras et des graisses alimentaires,,1,1,Proche-Orient,Empire ottoman/Turquie,,,,S.A,1910,,,50 FRANCS,1910,"PARIS, 36, RUE TRONCHET",10,10,10,,
commercesudafricain,Société française du commerce du Sud-Africain,,1,1,Empire (transversal),,Sociétés commerciales transcoloniales,"Éts Orosdi-Back (bazars, nouveautés, grands magasins), Constantinople, Paris, Salonique, Beyrouth, Bagdad, Le Caire, Tunis, Meknès…",,,1896,1899,,,,"Paris, rue Boudreau, 9. — Administrateurs : MM. Léon Orosdi, Chalput",10,10,10,1896,1896
immobilierecasablancamaroc,Société immobilière Casablanca et Maroc,,0,1,Maroc,Maroc,Documents généraux (par ordre chronologique),,,,,,,,,,10,10,10,1935,1935
indochinoisecommerceagriculturefinance,"Société indochinoise de commerce, d'agriculture et de finance",,0,1,Indochine,Indochine,Documents généraux (par ordre chronologique),,,,,,,,,,10,10,10,1922,1922
indochinoiseculturecaoutchoucsmekong,Société indochinoise de culture Cie des caoutchoucs du Mékong,,0,1,Indochine,Indochine,Documents généraux (par ordre chronologique),,,,,,1927-01-12,,,,10,10,10,1953,1953
industrielleentreprisesmarocaines,Société industrielle d'entreprises marocaines,,0,1,Maroc,Maroc,Documents généraux (par ordre chronologique),,,,,,1930-03-19,,,"Oujda, siège",12,10,10,1930,1930
marocainepetrolesmory,Société marocaine des pétroles Mory,,0,1,Maroc,Maroc,Documents généraux (par ordre chronologique),,,,,,,,,,10,10,10,1949,1949
ottomanegazbeyrouth,Société ottomane du Gaz de Beyrouth,,1,1,Proche-Orient,Syrie-Liban,"Eaux, électricité (utilities)",,,,1887,1924,,2.200.000 fr.,1912,et il n’est pas dit si ces,10,10,10,1909,1936
tunisiennelineriesfeuillette,Société tunisienne des Lineries Feuillette,,1,1,Tunisie,Tunisie,Industries diverses,,,,,,,1.957.500 fr.,1920,"rte de Rabat, Aïn-Mazi-Casablanca",10,10,10,1920,1920
societesminieregundafa,Sociétés Minière des Gundafa,,1,1,Maroc,Maroc,Mines,,,,,,,6.000.000 francs,,"est à Casablanca, 170, rue des Ouled-Arriz",10,10,10,1926,1926
chauxcimentsmateriauxconstruction,"Sté anon. des chaux, ciments et matériaux de construction au",,0,1,Maroc,Maroc,"Bâtiment et travaux publics, matériaux de construction, céramique",,,,,,1913-05-14,,,"PARIS, 1, r. de Stockholm",10,10,10,1922,1922
marocainecommerceindustriecereales,Sté marocaine de commerce et d'industrie des céréales,,0,1,Maroc,Maroc,Documents généraux (par ordre chronologique),,,,,,,,,,10,10,10,1952,1952
tramwaysconstantinople,"Tramways de Constantinople, puis Tramways et électricité de Constantinople, puis Transports, électricité et gaz",,1,1,Proche-Orient,Empire ottoman/Turquie,,,,,1870,,,88.000.000 francs,1929,"38, rue de Naples, IXELLES-BRUXELLES",11,10,10,1906,1929
tronquegauche,Tronqué à gauche,,0,1,Empire (transversal),,Transports maritimes,,,,,,,,,"5, r. de Surène",10,10,10,1938,1938
unioncolonialeelectricite,Union coloniale d'électricité,,1,1,Afrique occidentale francaise,Côte d'Ivoire,Industrie; Industries,,,,1929,1935,1929-04-24,2.500.000 fr.,1934,PARIS,10,10,8,1929,1930
unionfrancosyriennecomptoirsmediterraneens,Union franco-syrienne COMPTOIRS FRANÇAIS MÉDITERRANÉENS,,0,1,Tunisie,Tunisie,Documents généraux (par ordre chronologique),,,,,,,,,,10,10,9,1925,1925
unioncompagniesregionalesreuniesfabriquesengrais,Union française et Compagnies régionales réunies de fabriques d'engrais et de,,0,1,Algerie,Algérie,Mines et carrières,,,,,,,419.100.000 fr.,1955,"Paris, 12, avenue Marceau. Tél. : BAL. 37-62",11,10,10,1948,1948
unionminierebascongo,Union minière du Bas-Congo,,0,1,Afrique equatoriale francaise,Afrique équatoriale française,Documents généraux (par ordre chronologique),,,,,,,,,"BRAZZAVILLE, B. P. 312 (A.-E. F.)",10,10,10,1949,1949
unionminierepanafricaine,Union minière panafricaine,,0,1,Maroc,Maroc,Documents généraux (par ordre chronologique),,,,,,,,,,10,10,10,1952,1952
usinestaohydroelectriquetaometallurgiquetao,"Usines de Tao, Société hydro-électrique de Tao, Société métallurgique de Tao",,1,1,Pacifique,Nouvelle-Calédonie (Mélanésie),Mines et métallurgie,,,,1908,,1914-05-27,500.000 fr.,1914,"Paris, 15, rue Laffitte. — Conseil",10,10,9,1912,1919
